"ZEIT[H]" "K1186" "K1168" "K1115" "K1014" "K1000" "K1174" "K1170" "K1141" "K1106" "K1182" "K1156" "K1173" "K 586" "K 585" "K 460" "K 459"
 41411.125 136.228 135.888 135.249 135.010 135.001 136.004 135.914 135.482 135.201 136.228 135.680 135.962 143.138 137.787 137.241 135.426
 41411.146 136.231 135.890 135.250 135.011 135.003 136.007 135.916 135.483 135.202 136.231 135.682 135.964 143.138 137.787 137.241 135.424
 41411.167 136.239 135.896 135.254 135.012 135.004 136.013 135.922 135.488 135.206 136.239 135.687 135.970 143.138 137.787 137.241 135.426
 41411.187 136.247 135.902 135.257 135.014 135.006 136.020 135.928 135.492 135.209 136.247 135.692 135.976 143.138 137.787 137.241 135.429
 41411.208 136.254 135.907 135.260 135.015 135.008 136.026 135.933 135.496 135.211 136.254 135.697 135.982 143.138 137.787 137.241 135.431
 41411.229 136.262 135.913 135.262 135.017 135.009 136.032 135.938 135.499 135.213 136.262 135.701 135.988 143.138 137.787 137.241 135.433
 41411.250 136.271 135.919 135.265 135.021 135.013 136.039 135.945 135.504 135.217 136.271 135.706 135.994 143.138 137.787 137.241 135.435
 41411.271 136.282 135.926 135.270 135.028 135.020 136.047 135.952 135.509 135.222 136.281 135.713 136.002 143.138 137.787 137.241 135.438
 41411.292 136.293 135.934 135.276 135.035 135.027 136.056 135.960 135.516 135.229 136.292 135.720 136.010 143.138 137.787 137.241 135.443
 41411.312 136.304 135.942 135.283 135.041 135.033 136.064 135.969 135.523 135.236 136.303 135.727 136.019 143.138 137.787 137.241 135.448
 41411.333 136.315 135.951 135.291 135.048 135.040 136.074 135.977 135.531 135.244 136.314 135.735 136.027 143.138 137.787 137.241 135.454
 41411.354 136.327 135.960 135.301 135.055 135.047 136.083 135.987 135.540 135.256 136.325 135.744 136.037 143.138 137.787 137.241 135.461
 41411.375 136.339 135.970 135.311 135.055 135.046 136.093 135.996 135.549 135.265 136.337 135.754 136.046 143.138 137.787 137.241 135.470
 41411.396 136.349 135.977 135.312 135.047 135.038 136.101 136.003 135.554 135.266 136.346 135.760 136.054 143.138 137.787 137.241 135.476
 41411.417 136.355 135.980 135.305 135.038 135.029 136.105 136.006 135.552 135.258 136.353 135.760 136.057 143.138 137.787 137.241 135.475
 41411.437 136.360 135.980 135.295 135.030 135.021 136.107 136.007 135.547 135.246 136.357 135.759 136.059 143.138 137.787 137.241 135.469
 41411.458 136.364 135.981 135.287 135.022 135.012 136.108 136.008 135.543 135.236 136.360 135.757 136.060 143.138 137.787 137.241 135.461
 41411.479 136.370 135.983 135.284 135.014 135.004 136.111 136.010 135.542 135.232 136.365 135.758 136.062 143.138 137.787 137.241 135.456
 41411.500 136.373 135.985 135.284 135.012 135.003 136.114 136.012 135.543 135.232 136.369 135.759 136.065 143.138 137.787 137.241 135.454
 41411.521 136.374 135.986 135.285 135.017 135.008 136.114 136.013 135.544 135.234 136.369 135.760 136.065 143.138 137.787 137.241 135.455
 41411.542 136.374 135.986 135.287 135.021 135.012 136.115 136.014 135.545 135.236 136.370 135.761 136.066 143.138 137.787 137.241 135.456
 41411.562 136.374 135.987 135.289 135.026 135.018 136.115 136.014 135.546 135.238 136.370 135.762 136.066 143.138 137.787 137.241 135.457
 41411.583 136.375 135.988 135.291 135.031 135.022 136.116 136.015 135.547 135.241 136.371 135.763 136.067 143.138 137.787 137.241 135.459
 41411.604 136.376 135.989 135.295 135.036 135.027 136.117 136.016 135.550 135.245 136.371 135.764 136.068 143.138 137.787 137.241 135.461
 41411.625 136.370 135.987 135.298 135.037 135.028 136.114 136.014 135.550 135.249 136.367 135.764 136.066 143.138 137.787 137.241 135.464
 41411.646 136.357 135.979 135.295 135.034 135.025 136.105 136.006 135.546 135.246 136.355 135.758 136.057 143.138 137.787 137.241 135.465
 41411.667 136.342 135.968 135.287 135.030 135.022 136.093 135.995 135.537 135.237 136.340 135.748 136.046 143.138 137.787 137.241 135.461
 41411.687 136.326 135.957 135.280 135.027 135.018 136.081 135.983 135.528 135.230 136.325 135.738 136.034 143.138 137.787 137.241 135.455
 41411.708 136.310 135.946 135.274 135.023 135.015 136.069 135.972 135.521 135.225 136.310 135.728 136.023 143.138 137.787 137.241 135.449
 41411.729 136.295 135.936 135.270 135.020 135.012 136.058 135.962 135.514 135.220 136.295 135.720 136.012 143.138 137.787 137.241 135.444
 41411.750 136.290 135.932 135.267 135.017 135.009 136.054 135.958 135.511 135.218 136.290 135.716 136.008 143.138 137.787 137.241 135.441
 41411.771 136.298 135.936 135.269 135.016 135.008 136.059 135.963 135.513 135.219 136.298 135.720 136.013 143.138 137.787 137.241 135.440
 41411.792 136.309 135.944 135.272 135.014 135.006 136.067 135.970 135.518 135.221 136.308 135.726 136.021 143.138 137.787 137.241 135.441
 41411.812 136.320 135.950 135.273 135.013 135.004 136.075 135.977 135.522 135.223 136.318 135.731 136.028 143.138 137.787 137.241 135.443
 41411.833 136.330 135.957 135.275 135.012 135.003 136.082 135.984 135.525 135.224 136.328 135.736 136.035 143.138 137.787 137.241 135.445
 41411.854 136.340 135.963 135.277 135.011 135.001 136.089 135.990 135.529 135.226 136.337 135.742 136.042 143.138 137.787 137.241 135.447
 41411.875 136.345 135.967 135.279 135.013 135.003 136.093 135.994 135.532 135.227 136.342 135.745 136.045 143.138 137.787 137.241 135.448
 41411.896 136.343 135.967 135.280 135.019 135.010 136.093 135.994 135.532 135.229 136.341 135.745 136.045 143.138 137.787 137.241 135.450
 41411.917 136.342 135.966 135.282 135.025 135.017 136.092 135.993 135.533 135.231 136.339 135.745 136.044 143.138 137.787 137.241 135.451
 41411.937 136.340 135.965 135.284 135.032 135.023 136.091 135.992 135.534 135.234 136.338 135.745 136.043 143.138 137.787 137.241 135.452
 41411.958 136.339 135.965 135.288 135.038 135.030 136.091 135.992 135.536 135.239 136.337 135.746 136.043 143.138 137.787 137.241 135.455
 41411.979 136.338 135.966 135.293 135.045 135.037 136.091 135.993 135.538 135.245 136.336 135.747 136.043 143.138 137.787 137.241 135.458
 41412.000 136.339 135.968 135.299 135.047 135.038 136.092 135.994 135.542 135.252 136.337 135.750 136.045 143.138 137.787 137.241 135.462
 41412.021 136.341 135.970 135.301 135.044 135.035 136.094 135.996 135.544 135.254 136.339 135.752 136.047 143.138 137.787 137.241 135.466
 41412.042 136.342 135.970 135.298 135.040 135.032 136.094 135.996 135.543 135.251 136.340 135.751 136.047 143.138 137.787 137.241 135.467
 41412.062 136.341 135.968 135.293 135.037 135.028 136.093 135.995 135.540 135.245 136.339 135.749 136.046 143.138 137.787 137.241 135.464
 41412.083 136.340 135.967 135.288 135.034 135.025 136.092 135.993 135.537 135.239 136.338 135.747 136.044 143.138 137.787 137.241 135.460
 41412.104 136.339 135.966 135.285 135.030 135.022 136.091 135.992 135.535 135.236 136.337 135.745 136.043 143.138 137.787 137.241 135.456
 41412.125 136.338 135.964 135.283 135.028 135.019 136.090 135.991 135.533 135.233 136.336 135.744 136.042 143.138 137.787 137.241 135.454
 41412.146 136.335 135.962 135.282 135.026 135.018 136.087 135.989 135.531 135.232 136.333 135.742 136.040 143.138 137.787 137.241 135.453
 41412.167 136.332 135.960 135.280 135.024 135.016 136.085 135.987 135.529 135.230 136.330 135.740 136.037 143.138 137.787 137.241 135.451
 41412.187 136.329 135.958 135.279 135.023 135.014 136.082 135.984 135.528 135.228 136.327 135.738 136.035 143.138 137.787 137.241 135.450
 41412.208 136.326 135.956 135.277 135.021 135.012 136.080 135.982 135.526 135.227 136.324 135.736 136.033 143.138 137.787 137.241 135.449
 41412.229 136.323 135.954 135.276 135.019 135.011 136.078 135.980 135.525 135.226 136.322 135.734 136.031 143.138 137.787 137.241 135.448
 41412.250 136.317 135.950 135.275 135.019 135.011 136.074 135.977 135.522 135.225 136.316 135.731 136.027 143.138 137.787 137.241 135.447
 41412.271 136.308 135.944 135.273 135.021 135.012 136.067 135.970 135.519 135.223 136.307 135.727 136.021 143.138 137.787 137.241 135.446
 41412.292 136.298 135.937 135.271 135.022 135.014 136.060 135.964 135.515 135.222 136.298 135.721 136.014 143.138 137.787 137.241 135.444
 41412.312 136.288 135.931 135.270 135.024 135.016 136.052 135.957 135.511 135.221 136.288 135.716 136.007 143.138 137.787 137.241 135.442
 41412.333 136.278 135.924 135.268 135.025 135.018 136.045 135.950 135.508 135.220 136.278 135.711 136.000 143.138 137.787 137.241 135.441
 41412.354 136.269 135.918 135.267 135.027 135.019 136.037 135.944 135.504 135.219 136.269 135.706 135.993 143.138 137.787 137.241 135.440
 41412.375 136.266 135.916 135.267 135.030 135.023 136.035 135.942 135.503 135.219 136.266 135.705 135.991 143.138 137.787 137.241 135.439
 41412.396 136.273 135.921 135.272 135.035 135.027 136.040 135.947 135.508 135.224 136.272 135.709 135.996 143.138 137.787 137.241 135.440
 41412.417 136.283 135.928 135.278 135.040 135.033 136.049 135.954 135.514 135.231 136.282 135.716 136.004 143.138 137.787 137.241 135.444
 41412.437 136.293 135.936 135.284 135.045 135.038 136.057 135.962 135.521 135.238 136.292 135.723 136.012 143.138 137.787 137.241 135.449
 41412.458 136.303 135.943 135.291 135.050 135.043 136.065 135.970 135.527 135.245 136.302 135.730 136.019 143.138 137.787 137.241 135.454
 41412.479 136.313 135.951 135.299 135.055 135.048 136.073 135.978 135.535 135.254 136.312 135.738 136.027 143.138 137.787 137.241 135.460
 41412.500 136.321 135.958 135.307 135.057 135.049 136.080 135.984 135.542 135.262 136.320 135.745 136.034 143.138 137.787 137.241 135.467
 41412.521 136.326 135.962 135.310 135.056 135.048 136.084 135.988 135.546 135.265 136.325 135.748 136.038 143.138 137.787 137.241 135.472
 41412.542 136.328 135.963 135.309 135.054 135.046 136.086 135.990 135.546 135.264 136.327 135.749 136.040 143.138 137.787 137.241 135.474
 41412.562 136.329 135.964 135.307 135.053 135.044 136.087 135.990 135.545 135.261 136.328 135.749 136.040 143.138 137.787 137.241 135.473
 41412.583 136.330 135.964 135.305 135.051 135.043 136.087 135.990 135.544 135.259 136.329 135.748 136.040 143.138 137.787 137.241 135.471
 41412.604 136.331 135.964 135.303 135.049 135.041 136.088 135.991 135.543 135.257 136.330 135.748 136.041 143.138 137.787 137.241 135.469
 41412.625 136.333 135.965 135.301 135.045 135.037 136.089 135.991 135.542 135.254 136.332 135.748 136.042 143.138 137.787 137.241 135.468
 41412.646 136.336 135.966 135.296 135.039 135.030 136.090 135.992 135.541 135.249 136.334 135.748 136.043 143.138 137.787 137.241 135.466
 41412.667 136.338 135.966 135.289 135.032 135.023 136.090 135.992 135.537 135.240 136.336 135.746 136.043 143.138 137.787 137.241 135.462
 41412.687 136.339 135.965 135.283 135.026 135.017 136.090 135.992 135.534 135.233 136.337 135.745 136.043 143.138 137.787 137.241 135.456
 41412.708 136.341 135.965 135.280 135.019 135.010 136.091 135.992 135.532 135.229 136.339 135.744 136.044 143.138 137.787 137.241 135.452
 41412.729 136.344 135.967 135.278 135.013 135.003 136.093 135.994 135.532 135.227 136.342 135.745 136.045 143.138 137.787 137.241 135.450
 41412.750 136.345 135.967 135.278 135.011 135.001 136.093 135.994 135.531 135.226 136.342 135.745 136.045 143.138 137.787 137.241 135.449
 41412.771 136.342 135.965 135.277 135.012 135.003 136.092 135.992 135.531 135.226 136.340 135.743 136.044 143.138 137.787 137.241 135.449
 41412.792 136.339 135.964 135.277 135.013 135.004 136.090 135.991 135.530 135.226 136.337 135.742 136.042 143.138 137.787 137.241 135.448
 41412.812 136.337 135.962 135.277 135.015 135.006 136.088 135.989 135.529 135.226 136.335 135.741 136.040 143.138 137.787 137.241 135.448
 41412.833 136.334 135.960 135.277 135.016 135.008 136.086 135.987 135.528 135.226 136.332 135.740 136.039 143.138 137.787 137.241 135.448
 41412.854 136.332 135.959 135.277 135.018 135.009 136.084 135.986 135.528 135.226 136.330 135.739 136.037 143.138 137.787 137.241 135.448
 41412.875 136.329 135.957 135.277 135.020 135.012 136.082 135.984 135.527 135.227 136.327 135.737 136.035 143.138 137.787 137.241 135.448
 41412.896 136.326 135.956 135.278 135.023 135.015 136.080 135.982 135.526 135.228 136.325 135.736 136.033 143.138 137.787 137.241 135.448
 41412.917 136.323 135.954 135.279 135.027 135.018 136.078 135.981 135.526 135.229 136.322 135.735 136.031 143.138 137.787 137.241 135.449
 41412.937 136.320 135.953 135.280 135.030 135.022 136.077 135.979 135.526 135.230 136.319 135.734 136.030 143.138 137.787 137.241 135.449
 41412.958 136.318 135.951 135.281 135.033 135.025 136.075 135.978 135.526 135.232 136.317 135.734 136.028 143.138 137.787 137.241 135.450
 41412.979 136.315 135.950 135.282 135.036 135.028 136.073 135.976 135.526 135.234 136.314 135.733 136.027 143.138 137.787 137.241 135.451
 41413.000 136.309 135.946 135.283 135.037 135.029 136.069 135.973 135.525 135.235 136.308 135.731 136.023 143.138 137.787 137.241 135.452
 41413.021 136.297 135.939 135.280 135.036 135.027 136.060 135.965 135.520 135.232 136.297 135.724 136.014 143.138 137.787 137.241 135.451
 41413.042 136.283 135.928 135.274 135.034 135.026 136.048 135.954 135.513 135.227 136.282 135.716 136.004 143.138 137.787 137.241 135.448
 41413.062 136.268 135.918 135.270 135.032 135.024 136.037 135.944 135.506 135.222 136.268 135.707 135.993 143.138 137.787 137.241 135.444
 41413.083 136.254 135.908 135.266 135.030 135.022 136.026 135.934 135.499 135.218 136.253 135.699 135.982 143.138 137.787 137.241 135.440
 41413.104 136.239 135.898 135.261 135.028 135.021 136.014 135.923 135.493 135.214 136.239 135.690 135.971 143.138 137.787 137.241 135.436
 41413.125 136.228 135.890 135.258 135.028 135.021 136.006 135.915 135.488 135.211 136.228 135.684 135.963 143.138 137.787 137.241 135.433
 41413.146 136.223 135.886 135.258 135.030 135.022 136.001 135.912 135.485 135.211 136.223 135.681 135.959 143.138 137.787 137.241 135.431
 41413.167 136.219 135.884 135.259 135.031 135.024 135.999 135.909 135.485 135.212 136.219 135.679 135.957 143.138 137.787 137.241 135.430
 41413.187 136.216 135.882 135.259 135.033 135.026 135.996 135.907 135.484 135.213 136.215 135.678 135.954 143.138 137.787 137.241 135.431
 41413.208 136.212 135.880 135.259 135.035 135.027 135.993 135.905 135.484 135.214 136.212 135.676 135.952 143.138 137.787 137.241 135.431
 41413.229 136.208 135.877 135.259 135.036 135.029 135.990 135.902 135.483 135.214 136.208 135.675 135.949 143.138 137.787 137.241 135.431
 41413.250 136.203 135.874 135.260 135.041 135.034 135.987 135.899 135.482 135.215 136.203 135.673 135.946 143.138 137.787 137.241 135.432
 41413.271 136.198 135.871 135.263 135.049 135.042 135.983 135.896 135.482 135.219 136.198 135.671 135.942 143.138 137.787 137.241 135.432
 41413.292 136.193 135.869 135.268 135.057 135.051 135.980 135.893 135.483 135.225 136.193 135.670 135.939 143.138 137.787 137.241 135.435
 41413.312 136.188 135.867 135.273 135.066 135.059 135.977 135.891 135.485 135.232 136.188 135.670 135.937 143.138 137.787 137.241 135.439
 41413.333 136.184 135.866 135.280 135.074 135.068 135.975 135.890 135.488 135.240 136.184 135.671 135.935 143.138 137.787 137.241 135.443
 41413.354 136.180 135.865 135.287 135.082 135.076 135.972 135.888 135.491 135.248 136.180 135.672 135.933 143.138 137.787 137.241 135.448
 41413.375 136.183 135.868 135.292 135.082 135.075 135.975 135.891 135.495 135.254 136.183 135.675 135.936 143.138 137.787 137.241 135.453
 41413.396 136.194 135.875 135.292 135.073 135.065 135.984 135.899 135.499 135.253 136.194 135.681 135.945 143.138 137.787 137.241 135.456
 41413.417 136.206 135.883 135.287 135.063 135.055 135.993 135.907 135.500 135.246 136.206 135.685 135.953 143.138 137.787 137.241 135.455
 41413.437 136.217 135.888 135.280 135.053 135.045 136.000 135.912 135.498 135.237 136.217 135.687 135.959 143.138 137.787 137.241 135.451
 41413.458 136.227 135.893 135.273 135.043 135.035 136.007 135.918 135.497 135.228 136.227 135.689 135.965 143.138 137.787 137.241 135.445
 41413.479 136.237 135.898 135.267 135.033 135.025 136.014 135.924 135.496 135.221 136.237 135.692 135.972 143.138 137.787 137.241 135.441
 41413.500 136.247 135.904 135.265 135.029 135.021 136.021 135.929 135.497 135.217 136.246 135.695 135.978 143.138 137.787 137.241 135.437
 41413.521 136.254 135.908 135.266 135.030 135.022 136.026 135.934 135.499 135.218 136.254 135.699 135.983 143.138 137.787 137.241 135.436
 41413.542 136.262 135.914 135.269 135.032 135.024 136.032 135.939 135.503 135.222 136.261 135.703 135.988 143.138 137.787 137.241 135.438
 41413.562 136.269 135.919 135.272 135.034 135.026 136.038 135.945 135.507 135.225 136.269 135.708 135.994 143.138 137.787 137.241 135.441
 41413.583 136.277 135.925 135.275 135.035 135.027 136.045 135.951 135.511 135.228 136.277 135.713 136.000 143.138 137.787 137.241 135.443
 41413.604 136.285 135.930 135.277 135.037 135.029 136.051 135.956 135.515 135.230 136.285 135.717 136.006 143.138 137.787 137.241 135.445
 41413.625 136.291 135.935 135.279 135.037 135.028 136.056 135.961 135.518 135.232 136.291 135.721 136.010 143.138 137.787 137.241 135.448
 41413.646 136.295 135.937 135.279 135.033 135.025 136.058 135.963 135.519 135.231 136.294 135.723 136.013 143.138 137.787 137.241 135.449
 41413.667 136.297 135.938 135.277 135.030 135.022 136.059 135.964 135.518 135.228 136.296 135.723 136.014 143.138 137.787 137.241 135.448
 41413.687 136.298 135.938 135.275 135.027 135.018 136.060 135.965 135.517 135.226 136.298 135.723 136.014 143.138 137.787 137.241 135.446
 41413.708 136.300 135.939 135.273 135.023 135.015 136.061 135.965 135.517 135.224 136.300 135.723 136.015 143.138 137.787 137.241 135.445
 41413.729 136.302 135.940 135.272 135.020 135.012 136.063 135.966 135.517 135.223 136.302 135.724 136.017 143.138 137.787 137.241 135.444
